organization_id,name
449,"Asadullo Ganiev Fan Club"
4231,"asadullo_1111 fan club"
3610,"Asansol Engineering College"
2061,"Asaxiy IT"
4707,asd
27,ASDFZ
5467,"Ashgabat International School"
1519,"Ashgabat, 86th High school"
3058,"Ashiqul Islam Fan Club"
4839,"AshishGup Fanclub"
1960,"Ashoka University"
1512,"AshrafYousry Fan Club"
4217,"Asia Pacific College"
4846,"Asian Institute of Management"
4091,"Asilbek Sunnatov fan club"
2828,"Assam Engineering College"
4887,"Assiut STEM school"
637,"Assiut University"
5560,"Assiut University Computer and Information"
5301,"Association of Depressed People"
4834,"assuit university"
5672,"Assuit University, 237"
4699,"Assuit Unviresty"
4505,"Astronomical group 2021"
2765,"ASTU, A2SV"
5241,"ASU  University"
4825,"ASU faculty of CIS"
5073,"ASU faculty of science"
1750,"ASU-Ain shams University"
5534,"ASU-Ain shams University , faculty of scienc"
2502,"ASU-Ain shams University , faculty of science"
3303,"ASU-Ainshams University"
5077,"ASU-Ainshams University , faculty of engineering"
4565,"ASU-Ainshams University , faculty of science"
1462,"Aswan faculty of Engineering"
4501,"Aswan faculty of science"
4751,"At Cairo University"
4867,"At Home"
61,AtCoder
755,"Ateneo de Manila U"
3104,"Ateneo de Manila University"
1212,"Ateneo de Naga University"
5602,"Atish Dipankar University"
1743,"Atyrau BIL"
2066,AUST
1691,"Average CP enjoyer"
5455,"Azerbaijan University"
664,"Azhar University"
4926,"B V Raju Institute of Technology"
2897,B-Komachi
4270,"B.P. PODDAR INSTITUTE OF MANAGEMENT AND TECHNOLOGY"
1277,"B.T. No.1 Middle School"
139,"B20 Fan Club"
1232,"Babes Bolyai University"
1030,"Babeș-Bolyai University"
3939,"Babol Noshirvani University of Technology"
2555,"BABU FANCLUB"
5300,"Bac Lieu High School"
3861,"Bac Lieu High School for Gifted Students"
1432,"Bac Ninh High School for Gifted Students"
2208,"Bac Ninh high school for the gifted"
3962,"Bach Khoa Da nang University"
1477,"back to future"
4345,"BAF Shaheen College Dhaka"
1886,"Bahcesehir High School for Science and Technology"
5371,"Bahria University, Islamabad"
5622,"Bai Hua Middle School"
3489,BAIUST
4674,"Bakhtiyarpur College of Engineering"
470,"Bakry Fan Club"
5285,"Baku Higher Oil School"
4955,"Baku State University"
3491,"Baku Turkish Lyceum"
2805,"Balakovo, Gimnazium №1"
1530,BallonFanclub
363,"Balls Of Steel"
1671,"Balseiro Institute"
1618,"bananade Fan Club"
4959,"Banaras Hindu University"
4018,"Banasthali University"
5475,"Banasthali Vidyapith"
524,bandana
3219,"Bandung Institute of Technology"
5310,"Bangabandhu Digital University"
5303,"Bangalore Institute of Technology"
4953,"Bangamata - BSFMSTU"
3778,"Bangladesh Agricultural University"
5273,"BANGLADESH ARMY UNIVERSITY  ENGINEERING TECHNOLOGY"
4253,"Bangladesh Digital University"
3823,"Bangladesh Open University"
4327,"Bangladesh University (BU)"
2521,"Bangladesh University of Business and Technology"
5113,"Bangladesh University of Business and Technology."
3888,"Bangladesh University of Eng. and Tech."
2892,"Bangladesh University of Eng. and Tech. BUET"
5785,"Bangladesh University of Professionals"
1489,"Bangladesh University of Professionals(BUP)"
4670,Banglalink
4654,"Banha Faculty of Computers and AI"
5530,"Bannari Amman Institute of technology"
1836,"Banqiao Senior High School"
2970,"Bapatla Engineering College"
5287,Baper_Hotel
1858,"barabarabara in ohio"
4712,"Barak Valley Engineering College"
714,"Baranovichi yakuza"
4865,"Barisal University"
2983,"Barish's Heart"
3178,"Barishal Zilla School"
3856,"barisin qardasi"
4704,"Barnaul, Gymnasium 42"
1309,"Baroque Works"
1115,"Bashgah Olampiad SALAM"
3450,"Bassam Fan Club"
2168,Bat-Family
1497,"Batthyany Lajos Gimnazium"
5158,"BAU university"
2773,BAUET
3972,BAUST
5659,"BAUST, Saidpur"
5612,"BAUST,Saidpur"
1028,"Bayt Al-Ḥikmah"
5790,"BBDEC,  Lucknow"
4077,BBDNITM
5148,"BBPI, 2"
4392,BCMS
2686,BD
4146,"Beblet Fan Club_KUET"
953,"becaidorz fan club"
2149,"Begum Rokeya University, Rangpur"
4929,"Begum Rokeya University, Rangpur, 49"
5479,"Begum Rokeya University,Rangpur"
113,"Beihang University"
5678,"Beijing Academy"
649,"Beijing Etown Academy"
520,"Beijing Institute of Technology"
942,"Beijing Institute of Technology, Zhuhai"
34,"Beijing JiaoTong University"
43,"Beijing National Day School"
3669,"Beijing National Dian Jing School"
3854,"Beijing National Dianjing School"
151,"Beijing National Dj School"
4576,"Beijing No.15 Middle School"
1446,"Beijing No.80 High School"
54,"Beijing Normal University"
1471,"Beijing Normal University, Zhuhai"
3546,"Beijing University of Chemical Technology"
2519,"Beijing University of Chinese Medicine,BUCM"
435,"Beijing University of Posts and Telecommunications"
1505,"Beijing University of Posts and Telecomunications"
2195,"Beijing University of Technology"
5253,"Beijing, BUAA"
4617,BEIJINGJIAOTONG
2559,BeijingNationalGenshinSchool
2136,"Beirut Arab University"
3077,"Bejing University of Posts and Telecommunications"
2571,"Belal (bond) Fan Club"
429,"Belarusian NTU"
4410,"Belarusian potato"
418,"Belarusian SU"
3557,"Belli Goal"
5546,"Benemérita Universidad Autónoma de Puebla"
5815,"Bengal Institute of Technology, Kolkata"
4131,"Bengbu No.26 Middle School"
3948,"Benha National university"
3515,"Beni Suef University"
4492,Benjamarachutit
3088,"Bennett University"
1979,"Benq wannabe"
663,"Benson Black-Fan Club"
3129,"Ber Sarai"
4448,"Berdigestah gymnasium"
849,"berguzar fan club"
2631,"Best college"
5581,"Bethlehem University"
211,BEWFZ
2265,BEZDAR
5464,"BFCAI  Benha University"
3407,"BFCAI , Benha University"
5270,"BFCAI Banha University"
1043,"BFCAI Benha University"
4244,"BFCAI,Benha University"
4982,BFCAIbanhaUniversity
3449,"BGC Trust University Bangladesh"
5757,BGCTUB
4942,Bgmi
3400,"BGS National Public School"
2000,"Bhagalpur college of engineering"
4991,"Bhagwan mahavir college (BMU)"
1332,"bhagwan parshuram institute of technology"
2325,"Bharati Vidyapeeth College of Engineering"
1988,"Bharati Vidyapeeth's College of Engineering"
2651,"Bharti vidyapeeth COEP pune"
3220,"Bhilai Institute Of Technology Durg Chhattishgarh"
4645,BIB
2128,bieoiibe_fanclub
2379,"BIET, Jhansi"
3792,"BIET, Jhansi, Uttar Pradesh"
309,"BigBag fan club"
1326,"Bigil FC"
973,Bikini_Botttom
4188,"BIL aqtobe"
5196,"Bilibili Gaming"
5426,BILIM-INNOVATION
1137,"Bilkent University"
2097,"Billal Hossain fan club"
978,BIMBOOOO
3443,"Binh Long Specialized And Gifted High School"
2382,"Binh Minh High School"
837,"Binus University"
1774,"Biot FanClub"
4868,"Bipin Tripathi Kumaon Institute of Technology"
1598,"birby cult"
2105,"Birla Institute Of Technology And Science Pilani"
3863,"Birla Institute of Technology and Science, Pilani"
3240,"Birla Institute of Technology Mesra"
2384,"Birla Institute of Technology Mesra, Jaipur"
5373,"Birla INSTITUTE OF TECHNOLOGY MESRA,PATNA"
769,"BIRLA INSTITUTE OF TECHNOLOGY,  MESRA"
2944,"Birla Institute of Technology, Mesra"
3911,"Birla vishwakarma mahavidhyalaya"
2604,"Birsa Institute of Technology, Sindri"
5547,"Birshreshtha Noor Mohammad Public College, Dhaka"
1924,"birzeit University"
4196,"BIS - Faculty of commerce"
5068,"BIS - Faculty of commerce - Helwan university"
3487,BISGU
1693,"Bishkek Mafia, NANO-center"
5226,"BIST, Bhopal"
4558,"BIT Mesra"
2974,"BIT Mesra, Ranchi"
5451,"bit sindri"
3682,"BIT, Mesra"
5080,BITC
3760,"BITS Goa"
4664,"Bits Hyderabad"
1082,"BITS Pilani"
1507,"BITS Pilani Goa Campus"
5532,"Bits Pilani Goa Campus 494"
4987,"BITS Pilani Goa CAmpus, 433"
5289,"BITS Pilani Goa Campus, 471"
876,"BITS Pilani Hyderabad Campus"
2585,"BITS Pilani KK Birla Goa Campus"
4250,"BITS Pilani, Hyderabad Campus"
375,"BITS Pilani, Pilani campus"
3085,"BITS, Pilani"
338,"Bitset Academy"
3611,BJEA
709,BJFU
4404,"BKDN - University of Danang"
5181,"Black Lodge"
761,bleach
2090,"Blobo2 fanclub"
3897,"Blockchain Research Lab"
5129,"Bloody Legion"
2248,"Blue Lock"
3254,"Blue Moon"
682,"Blue Whale Fall Rain Language School"
1881,"BluoCaroot fan club"
2143,BME
2206,"BML Munjal University"
2104,"BMS college of engineering"
2952,"BMS Institute of Technology and Management"
4148,"BMSzC Bolyai"
1378,BobaTeaShop
778,Bobruisk
718,bodj
529,"Body Development Club"
1506,"Bogazici University"
4797,BoikoSuperMath
3021,"Bolbo na"
1936,"Bombay Scottish School"
3680,"Bonch-Bruevich SPbSUT"
478,Booking.com
2434,BookMyShow.com
3377,Bora3y_fan_club
575,"Boris is dead :("
3412,"Boston University"
2348,"Botswana FanClub"
2883,bottle
358,"BOU VO VML"
5133,"BPIT, new delhi"
1005,"Brac University"
1629,Bragino
5419,"Brahmanbaria polytechnic institute"
1251,Brainstorm
3120,"Brainware University"
5629,"Brawijaya University"
1544,"Brest, Gymnasium 1"
1258,"Brookline High School"
805,"Brown University"
1433,"Bryceorz Fanclub"
2446,BSDEFZ
4321,BSFMSTU
5039,"BSIOTR Pune"
1096,BSMRSTU
5316,"BSMRSTU ,120"
5447,"BSMRSTU ,Gopalganj"
4814,"BSMRSTU,Gopalganj"
4282,"BSMRU , Kishoreganj"
5393,BSNU
4145,BSS
4547,"BSTU Shukhova"
5706,"BSU FAMCS"
4719,"BSU FCAI"
883,"BSU FPMI"
5809,"BSU, Belarus"
268,BSUIR
4437,"BTKIT,Dwarahat"
4118,BTS_DIV
1091,BUAA
5621,BUBT
2691,BUCT
2297,"Budapest, Fazekas M. Gimnázium"
5458,"Budge Budge Institute of Technology"
443,BUET
4495,"BUET, CSE"
2551,"BUET, Dhaka, Bangladesh"
2623,"BUET(Dhaka,Bangladesh)"
3816,"Bukhara, Jondor IM"
2659,"Bukhara, Presidential School"
2785,BUPT
2570,"Burapha University, Bangsaen"
2573,"BURATINO Software"
2001,"Buryat State University"
4249,"Business Information System - Helwan University"
4589,BUTEX
2393,BVN
5421,BVPCOEP
4182,BVRITN
1088,BWINF
2290,Bytedance
3402,Byteskill
5616,"C. V. Raman Global University"
5056,C.K.P
2920,"C.N. Dragoș Vodă"
2241,"C.N. Fratii Buzesti"
2508,"C.N. George Coșbuc Năsăud"
2224,"C.N. I.L.Caragiale"
2234,c0000000000de_hater
721,"Cabinetul de matesha"
5570,"Cairo University"
3266,"Cairo University - Faculty of Engineering"
5052,"Cairo University - faculty of Science"
3615,"Cairo University - fcai"
3067,"Cairo University -FCAI"
4425,"Cairo University,FCAI"
2268,"California Institute of Technology"
975,Caltech
651,"Cambodian Students in Vietnam"
1474,"Cambridge Chyngyz Aitmatov"
3798,"Cambridge High School"
1883,"Can Tho University (CTU)"
3588,"Canadian International College-CIC"
4651,"Canadian University of Bangladesh"
2332,"Canberra Grammar School"
5474,"Candidate Master By 2023"
3507,"Cantonment English School And College"
29,"Capital Normal University High School"
557,"CapyBars Capytal"
4165,Careem
5352,"career point university(cpu)"
932,"Carleton College"
3519,"Carleton University"
598,"Carmel HS"
11,"Carnegie Mellon University"
2059,Carporation
2370,CASIA
1845,"Casper's Celestial Chasers"
991,"Cassell College"
1198,"Cau Giay Secondary School"
4020,"Caucasus University"
5818,"Cavite Science Integrated School"
4734,"CBTis 217"
3563,"CCE-Faculty OF Engineering Alexandria University"
3014,"CCGS Perth"
5084,"CCN university"
364,CCNU
5439,CCP
4275,"CCSED Mansoura university"
3688,CCTS
1703,CCUCM
3937,"CDK Global"
2359,cdqz
2250,cdqz_team1032
3106,cdqzak
3733,CDTU
5427,CEMK
1268,CengFan
3675,"Central China NU"
2371,"Central South Univercity"
225,"Central South University"
2416,"Central University"
5228,"Central University of Jharkhand"
1121,CentraleSupélec
4389,"Centro Universitário FEI"
1994,CERN
3025,"CET Bhubaneswar"
3337,"CGC-College Of Engineering"
2801,"Chaitanya Bharathi Institute of Technology,Hyd"
5516,chalajabhosdika
3338,Chaldeans
284,"Chalmers University of Technology"
5172,"Chandiagrh University"
5483,"Chandigah University"
3925,"Chandigarh Group of Colleges , Landran"
1330,"CHANDIGARH UNIVERSITY"
3411,"Chandigarh University (CU)"
3710,"Chandpur Science and Tech Uni"
1565,"ChangAn university"
2435,"Changchun University"
2118,"Changchun University of Science and Technology"
295,"Changjun Bilingual School"
74,"Changjun High School"
319,"Changjun NetBar"
1614,"Changpantai Middle School"
998,"Changsha University"
1345,"Changsha University of Science and Technology"
1413,"ChangZhou Foreign Languages School"
2999,"Changzhou No.1 High School"
86,"Changzhou Senior High School of Jiangsu Province"
2969,"Chapainawabganj Polytechnic institute"
736,"Charles University in Prague"
3162,"Charotar University of Science and Technology"
4978,"CHARUSAT University"
2696,"Chattogram Government High School"
613,"chb fan club"
5055,"Cheboksary, Lyceum №4"
3657,Cheenta
4111,"Chelyabinsk SU"
188,"Chelyabinsk, FML 31"
1238,"Chengdu Foreign Language School"
122,"Chengdu Foreign Languages School"
1141,"Chengdu Jincheng College"
2220,"Chengdu JXFLS"
1847,"chengdu neusoft university"
59,"Chengdu No.7 High School"
5518,"ChengDU shishi high school"
1801,"Chengdu Shude High School"
1663,"chengdu university"
729,"Chengdu University of Information Technology"
2752,"Chengguan No. 2 Primary School"
1127,"Chennai Mathematical Institute"
5701,Chennaiinstituteoftechnology
945,"Chery Fan Club"
901,"Chess club 4085"
3290,"Chi Lang High School, Gia Lai"
2926,"Chiang Mai University"
2205,Chileden
1992,China
1482,"China Genshin University"
1267,"China Hangzhou Zhejiang University of Technology"
1549,"China Jiliang University"
361,"China Railway"
1350,"China University of Geosciences"
584,"China University Of Mining And Technology"
1900,"China University Of Mining And Technology, Beijing"
2375,"China University of Petroleum"
473,"China University of Petroleum(East China)"
919,"China ZJNU"
4041,chipi_chipi_chapa_chapa.org
4614,"Chiroqchi ITMA"
2532,"chitkara university"
4791,"Chitkara University, Himachal Pradesh"
1628,"Chitkara University, Punjab"
4970,"Chittagong Collegiate School"
5812,"Chittagong Govt. City College"
5558,"Chittagong Polytechnic Institute"
1441,"Chittagong University of Eng and Tech"
5459,"Chittagong University of Eng and Tech, 149"
3152,"Chittagong University of Eng and Tech, 151"
4745,"Chittagong University of Eng and Tech, 225"
4058,"Chittagong University of Eng and Tech, 231"
4179,"Chittagong University of Engineering and Tech"
3455,"Chittagong University of Engineering and Tecnology"
2711,CHN-ZIME
5,"Chongqing Bashu Middle School"
347,"Chongqing Nankai Secondary School"
1341,"Chongqing Nanyu Middle School"
3944,"Chongqing NK(RQ) Middle School"
452,"Chongqing NO.1 Middle School"
270,"ChongQing No.8 Secondary School"
4567,"Chongqing Rongchang Middle School"
220,"Chongqing University"
4029,"ChongQing university of science and technology"
1596,"Chongqing Yucai Middle School"
5166,"Chouksey Engineering College"
495,"CHT Fan Club"
1024,"Chu Van An High School"
3859,chughtai_group
269,"Chulalongkorn University"
290,"Chung-Ang University"
1877,"Chungnam National University"
1951,"church school"
4021,"Chuyên Biên Hòa Hà Nam"
2142,"Chuyen Chu Van An High School"
